Device IP,TransactionID,Transaction Time,Location,Type,Purpose,Amount Spikes,Debited Amt,Credited Amt,Total Amt
49.207.45.128,TXN546131364,2022-06-14 09:24:08,Koramangala,Debit,Transport,No,330,0,638961
172.16.11.35,TXN146424201,2022-06-14 11:32:49,Malleshwaram,Debit,Food & Drink,No,1573,0,637388
49.207.45.128,TXN516005442,2022-06-14 13:47:51,Malleshwaram,Debit,Service Charges,No,262,0,637126
49.207.45.128,TXN438028251,2022-06-14 15:49:00,Malleshwaram,Debit,Service Charges,No,26,0,637100
49.207.45.128,TXN277509648,2022-06-14 19:10:14,Koramangala,Debit,Service Charges,No,229,0,636871
49.207.45.128,TXN644443516,2022-06-14 22:05:34,Koramangala,Debit,Service Charges,No,238,0,636633
49.207.45.128,TXN362971348,2022-06-14 22:36:24,Jayanagar,Debit,Service Charges,No,66,0,636567
49.207.45.128,TXN415721217,2022-06-15 09:05:56,Jayanagar,Debit,Transport,No,113,0,636454
49.207.45.128,TXN297744351,2022-06-15 13:43:33,Whitefield,Debit,Transport,No,238,0,636216
49.207.45.128,TXN118488958,2022-06-15 16:59:09,Malleshwaram,Debit,Transport,No,274,0,635942
49.207.45.128,TXN351658050,2022-06-16 06:07:55,BTM Layout,Debit,Service Charges,No,134,0,635808
49.207.45.128,TXN176109429,2022-06-16 09:36:30,MG Road,Debit,Transport,No,113,0,635695
172.16.10.22,TXN210481957,2022-06-16 10:18:06,HSR Layout,Debit,Food & Drink,No,1441,0,634254
49.207.45.128,TXN726986670,2022-06-16 13:37:36,BTM Layout,Debit,Bank Charges,No,231,0,634023
49.207.45.128,TXN278922255,2022-06-16 16:00:34,Indiranagar,Debit,Bank Charges,No,142,0,633881
49.207.45.128,TXN641525074,2022-06-16 16:22:40,Indiranagar,Debit,Bank Charges,Yes,334,0,633547
49.207.45.128,TXN181125361,2022-06-16 18:49:28,Indiranagar,Debit,Service Charges,No,135,0,633412
49.207.45.128,TXN323437215,2022-06-16 22:37:02,Koramangala,Debit,Transport,No,357,0,633055
49.207.45.128,TXN585803796,2022-06-17 06:31:43,Indiranagar,Debit,Transport,No,227,0,632828
49.207.45.128,TXN778692595,2022-06-17 08:17:14,Whitefield,Debit,Fuel,No,1422,0,631406
49.207.45.128,TXN720871122,2022-06-17 13:12:06,Whitefield,Debit,Bank Charges,No,278,0,631128
49.207.45.128,TXN152674183,2022-06-17 14:26:22,MG Road,Debit,Transport,No,158,0,630970
49.207.45.128,TXN188543582,2022-06-17 16:13:11,Indiranagar,Debit,Bank Charges,No,80,0,630890
49.207.45.128,TXN920069894,2022-06-17 23:30:43,Indiranagar,Debit,Service Charges,No,324,0,630566
49.207.45.128,TXN289582376,2022-06-18 07:49:40,Malleshwaram,Debit,Bank Charges,No,29,0,630537
49.207.45.128,TXN605820559,2022-06-18 11:27:59,MG Road,Debit,Transport,No,768,0,629769
49.207.45.128,TXN748058118,2022-06-18 11:32:33,MG Road,Debit,Transport,No,88,0,629681
10.20.30.45,TXN143258832,2022-06-19 09:08:49,Koramangala,Credit,Reversal of Charges,No,0,35,629716
49.207.45.128,TXN204673857,2022-06-19 16:07:00,BTM Layout,Debit,Service Charges,No,188,0,629528
49.207.45.128,TXN937271361,2022-06-19 17:02:30,Indiranagar,Debit,Transport,No,89,0,629439
49.207.45.128,TXN489658383,2022-06-19 19:59:26,Indiranagar,Debit,Bank Charges,No,315,0,629124
172.16.11.35,TXN311912849,2022-06-19 22:14:51,HSR Layout,Debit,Food & Drink,No,549,0,628575
49.207.45.128,TXN935752791,2022-06-19 23:08:34,Koramangala,Debit,Service Charges,No,145,0,628430
49.207.45.128,TXN844272506,2022-06-19 23:52:17,Indiranagar,Debit,Transport,No,208,0,628222
49.207.45.128,TXN202231442,2022-06-19 23:53:04,Malleshwaram,Debit,Bank Charges,No,229,0,627993
49.207.45.128,TXN552311242,2022-06-20 06:09:46,Koramangala,Debit,Service Charges,No,250,0,627743
49.207.45.128,TXN421428709,2022-06-20 07:12:23,Indiranagar,Debit,Bank Charges,No,79,0,627664
49.207.45.128,TXN969618712,2022-06-20 19:32:05,HSR Layout,Debit,Transport,No,205,0,627459
49.207.45.128,TXN348005186,2022-06-20 23:23:02,Jayanagar,Debit,Service Charges,No,163,0,627296
192.168.1.105,TXN901765565,2022-06-21 06:05:23,Indiranagar,Credit,Reversal of Charges,No,0,179,627475
49.207.45.128,TXN472724741,2022-06-21 12:31:12,BTM Layout,Debit,Bank Charges,No,109,0,627366
172.16.10.22,TXN391720534,2022-06-21 19:41:51,Jayanagar,Debit,Food & Drink,No,1496,0,625870
49.207.45.128,TXN736259411,2022-06-21 20:33:04,Jayanagar,Credit,Cashback,No,0,122,625992
49.207.45.128,TXN800704636,2022-06-21 21:35:50,Whitefield,Debit,Bank Charges,No,36,0,625956
49.207.45.128,TXN514398025,2022-06-22 08:14:34,HSR Layout,Debit,Service Charges,No,25,0,625931
49.207.45.128,TXN872303959,2022-06-22 12:20:01,BTM Layout,Debit,Bank Charges,No,330,0,625601
49.207.45.128,TXN419664374,2022-06-22 13:56:53,Whitefield,Debit,Fuel,No,1343,0,624258
49.207.45.128,TXN827525396,2022-06-22 19:36:20,Koramangala,Debit,Service Charges,No,158,0,624100
172.18.5.67,TXN256517328,2022-06-23 13:30:56,Malleshwaram,Debit,Food & Drink,No,1314,0,622786
172.19.8.90,TXN951065967,2022-06-23 21:01:22,Malleshwaram,Debit,Entertainment,No,2641,0,620145
49.207.45.128,TXN984342142,2022-06-23 23:05:22,MG Road,Debit,Transport,No,319,0,619826
49.207.45.128,TXN277901297,2022-06-24 08:57:23,BTM Layout,Debit,Groceries,No,2141,0,617685
49.207.45.128,TXN916795810,2022-06-24 09:30:52,Whitefield,Debit,Transport,No,50,0,617635
49.207.45.128,TXN247621740,2022-06-24 14:04:11,Malleshwaram,Debit,Transport,No,227,0,617408
49.207.45.128,TXN312553196,2022-06-24 16:40:52,Jayanagar,Debit,Bank Charges,No,146,0,617262
49.207.45.128,TXN544647169,2022-06-24 17:23:51,Koramangala,Debit,Transport,No,105,0,617157
172.19.8.90,TXN394076169,2022-06-25 09:57:10,Indiranagar,Debit,Entertainment,No,2113,0,615044
49.207.45.128,TXN690705925,2022-06-25 12:20:53,Malleshwaram,Debit,Service Charges,No,238,0,614806
49.207.45.128,TXN838940362,2022-06-25 12:27:46,MG Road,Debit,Bank Charges,No,238,0,614568
49.207.45.128,TXN756552963,2022-06-25 13:01:34,HSR Layout,Debit,Bank Charges,No,254,0,614314
172.18.5.67,TXN337028118,2022-06-25 20:27:47,Indiranagar,Debit,Food & Drink,No,584,0,613730
49.207.45.128,TXN394854483,2022-06-25 23:06:27,MG Road,Debit,Bank Charges,No,146,0,613584
49.207.45.128,TXN109612735,2022-06-26 09:16:54,Malleshwaram,Debit,Service Charges,No,79,0,613505
49.207.45.128,TXN969491964,2022-06-26 09:54:17,HSR Layout,Debit,Service Charges,No,93,0,613412
49.207.45.128,TXN898759207,2022-06-26 17:41:37,BTM Layout,Debit,Fuel,No,2108,0,611304
49.207.45.128,TXN718263868,2022-06-26 20:16:04,Indiranagar,Debit,Service Charges,No,66,0,611238
49.207.45.128,TXN185793476,2022-06-26 20:55:52,Jayanagar,Debit,Bank Charges,No,324,0,610914
49.207.45.128,TXN209919275,2022-06-26 21:48:20,Whitefield,Credit,Interest Credit,No,0,192,611106
49.207.45.128,TXN904866505,2022-06-27 07:05:56,Jayanagar,Debit,Service Charges,No,105,0,611001
49.207.45.128,TXN444028570,2022-06-27 10:16:40,BTM Layout,Debit,Service Charges,No,92,0,610909
49.207.45.128,TXN996347985,2022-06-27 12:02:42,Indiranagar,Debit,Bank Charges,No,83,0,610826
49.207.45.128,TXN729754695,2022-06-27 19:00:13,BTM Layout,Debit,Service Charges,No,63,0,610763
49.207.45.128,TXN102263876,2022-06-28 11:11:22,BTM Layout,Debit,Bank Charges,No,97,0,610666
49.207.45.128,TXN747488906,2022-06-29 06:49:47,Whitefield,Debit,Bank Charges,No,91,0,610575
49.207.45.128,TXN881795243,2022-06-29 07:43:59,Koramangala,Debit,Transport,No,155,0,610420
192.168.1.105,TXN194024294,2022-06-29 10:16:51,Whitefield,Debit,Groceries,No,5173,0,605247
49.207.45.128,TXN315842641,2022-06-29 18:48:41,Malleshwaram,Debit,Bank Charges,No,72,0,605175
49.207.45.128,TXN825267927,2022-06-29 18:49:50,Whitefield,Debit,Bank Charges,No,194,0,604981
49.207.45.128,TXN668708259,2022-06-29 23:26:11,Indiranagar,Debit,Transport,No,244,0,604737
49.207.45.128,TXN614427179,2022-06-30 06:44:24,Jayanagar,Debit,Service Charges,No,116,0,604621
10.20.30.45,TXN467665521,2022-07-01 09:30:00,Jayanagar,Credit,Salary,No,0,101000,705621
49.207.45.128,TXN779143275,2022-07-02 14:52:13,HSR Layout,Debit,Transport,No,162,0,705459
172.16.11.35,TXN320463907,2022-07-02 21:23:13,Jayanagar,Debit,Food & Drink,No,423,0,705036
49.207.45.128,TXN839264154,2022-07-02 22:36:28,MG Road,Debit,Transport,No,170,0,704866
192.168.1.105,TXN457851952,2022-07-03 11:14:28,HSR Layout,Credit,Reversal of Charges,No,0,165,705031
49.207.45.128,TXN334154654,2022-07-03 16:49:05,MG Road,Debit,Service Charges,No,135,0,704896
49.207.45.128,TXN635049936,2022-07-04 07:06:37,MG Road,Debit,Bank Charges,No,113,0,704783
49.207.45.128,TXN472699457,2022-07-04 08:39:36,HSR Layout,Debit,Transport,No,96,0,704687
49.207.45.128,TXN196208910,2022-07-04 12:19:32,Jayanagar,Debit,Transport,No,15,0,704672
49.207.45.128,TXN224800181,2022-07-04 13:50:00,Koramangala,Debit,Fuel,No,1956,0,702716
49.207.45.128,TXN307454583,2022-07-04 15:06:53,Malleshwaram,Debit,Transport,No,312,0,702404
49.207.45.128,TXN971155661,2022-07-04 17:51:35,Indiranagar,Debit,Transport,No,99,0,702305
49.207.45.128,TXN800583442,2022-07-05 09:50:18,HSR Layout,Debit,Bank Charges,No,196,0,702109
49.207.45.128,TXN422985669,2022-07-05 19:45:57,HSR Layout,Debit,Bank Charges,No,141,0,701968
49.207.45.128,TXN461316238,2022-07-05 21:41:04,HSR Layout,Debit,Service Charges,No,55,0,701913
49.207.45.128,TXN255884099,2022-07-06 07:13:50,Whitefield,Debit,Bank Charges,No,260,0,701653
49.207.45.128,TXN125055257,2022-07-06 07:54:24,HSR Layout,Debit,Transport,Yes,1181,0,700472
49.207.45.128,TXN960757910,2022-07-06 10:02:52,BTM Layout,Debit,Bank Charges,No,27,0,700445
49.207.45.128,TXN296380855,2022-07-06 10:29:58,BTM Layout,Debit,Bank Charges,No,281,0,700164
49.207.45.128,TXN398205789,2022-07-06 17:24:09,Koramangala,Debit,Service Charges,No,260,0,699904
49.207.45.128,TXN309003746,2022-07-06 17:53:17,Jayanagar,Debit,Transport,No,168,0,699736
49.207.45.128,TXN754072078,2022-07-06 18:11:04,MG Road,Debit,Service Charges,No,188,0,699548
49.207.45.128,TXN337760278,2022-07-06 20:44:02,Jayanagar,Debit,Fuel,No,1250,0,698298
49.207.45.128,TXN228431035,2022-07-06 23:57:37,MG Road,Debit,Service Charges,No,67,0,698231
49.207.45.128,TXN890031877,2022-07-07 06:06:16,Jayanagar,Debit,Service Charges,No,62,0,698169
49.207.45.128,TXN168183410,2022-07-07 16:53:45,BTM Layout,Debit,Transport,No,518,0,697651
49.207.45.128,TXN685540425,2022-07-07 17:16:22,Koramangala,Debit,Bank Charges,No,190,0,697461
49.207.45.128,TXN436395671,2022-07-07 21:01:38,MG Road,Debit,Bank Charges,No,233,0,697228
49.207.45.128,TXN551840216,2022-07-08 07:02:14,Malleshwaram,Debit,Bank Charges,No,67,0,697161
192.168.1.105,TXN214860662,2022-07-08 07:39:53,BTM Layout,Debit,Groceries,No,3692,0,693469
172.16.10.22,TXN977576939,2022-07-08 11:29:31,HSR Layout,Debit,Food & Drink,No,1000,0,692469
49.207.45.128,TXN563643373,2022-07-08 19:24:06,Indiranagar,Debit,Bank Charges,No,250,0,692219
49.207.45.128,TXN286156673,2022-07-09 15:20:03,MG Road,Debit,Transport,No,460,0,691759
172.18.5.67,TXN590103641,2022-07-09 18:19:48,Whitefield,Debit,Food & Drink,No,625,0,691134
10.20.30.45,TXN824206435,2022-07-09 21:34:46,Indiranagar,Credit,Interest Credit,No,0,249,691383
49.207.45.128,TXN494704891,2022-07-09 22:04:28,Jayanagar,Credit,Cashback,No,0,219,691602
49.207.45.128,TXN773809963,2022-07-10 16:40:13,Koramangala,Debit,Fuel,No,2135,0,689467
49.207.45.128,TXN351066602,2022-07-10 18:32:22,Jayanagar,Debit,Bank Charges,No,42,0,689425
49.207.45.128,TXN644058082,2022-07-10 20:12:22,Jayanagar,Debit,Service Charges,No,187,0,689238
49.207.45.128,TXN235488985,2022-07-11 06:01:28,Indiranagar,Debit,Bank Charges,No,153,0,689085
49.207.45.128,TXN754471513,2022-07-11 08:32:32,HSR Layout,Debit,Service Charges,No,68,0,689017
49.207.45.128,TXN395803592,2022-07-11 11:35:51,Whitefield,Debit,Transport,No,504,0,688513
49.207.45.128,TXN206212888,2022-07-11 16:09:04,MG Road,Debit,Bank Charges,No,81,0,688432
49.207.45.128,TXN432073310,2022-07-11 16:16:32,Whitefield,Debit,Healthcare,No,2069,0,686363
49.207.45.128,TXN294148191,2022-07-11 18:37:11,Indiranagar,Debit,Bank Charges,No,101,0,686262
192.168.1.105,TXN324826834,2022-07-11 21:27:06,Koramangala,Debit,Groceries,No,4542,0,681720
49.207.45.128,TXN450321253,2022-07-11 23:43:09,Whitefield,Debit,Fuel,No,1730,0,679990
192.168.1.105,TXN671856488,2022-07-12 07:52:11,Jayanagar,Credit,Cashback,No,0,66,680056
49.207.45.128,TXN927507381,2022-07-12 10:46:50,Koramangala,Debit,Transport,No,138,0,679918
192.168.1.105,TXN683105901,2022-07-12 14:08:20,Malleshwaram,Credit,Interest Credit,No,0,262,680180
49.207.45.128,TXN441098706,2022-07-12 16:11:11,Whitefield,Debit,Bank Charges,No,217,0,679963
49.207.45.128,TXN581586526,2022-07-12 22:54:34,Indiranagar,Debit,Bank Charges,No,237,0,679726
49.207.45.128,TXN786094208,2022-07-13 07:08:34,BTM Layout,Debit,Fuel,No,1174,0,678552
49.207.45.128,TXN988034476,2022-07-13 10:42:11,Koramangala,Debit,Bank Charges,No,73,0,678479
49.207.45.128,TXN609521978,2022-07-13 12:52:30,Koramangala,Debit,Transport,No,322,0,678157
49.207.45.128,TXN346730150,2022-07-13 14:05:51,HSR Layout,Debit,Service Charges,No,93,0,678064
49.207.45.128,TXN290026790,2022-07-13 17:41:49,Whitefield,Debit,Transport,No,204,0,677860
49.207.45.128,TXN678647827,2022-07-13 21:53:56,Malleshwaram,Debit,Bank Charges,No,106,0,677754
49.207.45.128,TXN269406897,2022-07-14 07:50:40,MG Road,Debit,Service Charges,No,244,0,677510
172.16.11.35,TXN863452942,2022-07-14 16:24:59,Indiranagar,Debit,Food & Drink,No,520,0,676990
49.207.45.128,TXN401685638,2022-07-14 18:36:54,Koramangala,Debit,Transport,No,229,0,676761
49.207.45.128,TXN482777635,2022-07-14 20:20:40,Koramangala,Debit,Fuel,No,2084,0,674677
49.207.45.128,TXN380475468,2022-07-15 07:05:55,Indiranagar,Debit,Transport,No,29,0,674648
49.207.45.128,TXN976004025,2022-07-15 22:18:15,BTM Layout,Debit,Service Charges,No,229,0,674419
49.207.45.128,TXN605253286,2022-07-15 22:21:29,Jayanagar,Debit,Bank Charges,No,155,0,674264
49.207.45.128,TXN460771911,2022-07-16 08:15:46,MG Road,Debit,Transport,No,100,0,674164
49.207.45.128,TXN393097774,2022-07-16 14:36:57,Malleshwaram,Debit,Transport,No,163,0,674001
49.207.45.128,TXN841865767,2022-07-16 19:11:28,BTM Layout,Debit,Bank Charges,No,194,0,673807
49.207.45.128,TXN673927724,2022-07-17 09:50:37,Malleshwaram,Debit,Entertainment,No,3294,0,670513
49.207.45.128,TXN700436039,2022-07-17 20:00:21,Jayanagar,Debit,Service Charges,No,15,0,670498
49.207.45.128,TXN508246023,2022-07-17 20:43:58,Koramangala,Debit,Service Charges,No,233,0,670265
49.207.45.128,TXN390805142,2022-07-17 23:58:58,BTM Layout,Debit,Bank Charges,No,328,0,669937
49.207.45.128,TXN444258454,2022-07-18 06:37:21,Malleshwaram,Debit,Service Charges,No,43,0,669894
172.19.8.90,TXN518101897,2022-07-18 14:57:48,Jayanagar,Debit,Entertainment,No,2835,0,667059
49.207.45.128,TXN906305601,2022-07-18 16:59:48,Whitefield,Credit,Cashback,No,0,510,667569
49.207.45.128,TXN802923913,2022-07-18 18:29:39,Indiranagar,Debit,Bank Charges,No,171,0,667398
49.207.45.128,TXN779454440,2022-07-18 23:23:07,MG Road,Debit,Transport,No,240,0,667158
49.207.45.128,TXN108141088,2022-07-19 06:53:21,MG Road,Debit,Service Charges,No,104,0,667054
49.207.45.128,TXN293018705,2022-07-19 08:32:03,BTM Layout,Debit,Service Charges,No,179,0,666875
192.168.1.105,TXN987806959,2022-07-19 10:47:14,MG Road,Debit,Groceries,No,4041,0,662834
49.207.45.128,TXN457165136,2022-07-19 19:38:44,Jayanagar,Debit,Transport,No,166,0,662668
49.207.45.128,TXN784878710,2022-07-20 10:02:49,BTM Layout,Debit,Transport,No,683,0,661985
49.207.45.128,TXN878872261,2022-07-20 22:43:57,Indiranagar,Debit,Bank Charges,No,246,0,661739
49.207.45.128,TXN591205756,2022-07-21 10:36:46,Indiranagar,Debit,Bank Charges,No,149,0,661590
49.207.45.128,TXN939743510,2022-07-21 11:03:07,MG Road,Credit,Interest Credit,No,0,110,661700
49.207.45.128,TXN346604638,2022-07-21 12:44:48,Whitefield,Debit,Bank Charges,No,76,0,661624
49.207.45.128,TXN624246273,2022-07-21 14:59:31,Jayanagar,Debit,Service Charges,No,14,0,661610
49.207.45.128,TXN236041504,2022-07-21 16:58:22,MG Road,Debit,Bank Charges,No,274,0,661336
49.207.45.128,TXN790965713,2022-07-21 17:23:32,Indiranagar,Debit,Service Charges,No,199,0,661137
49.207.45.128,TXN421598870,2022-07-21 17:32:12,Jayanagar,Debit,Bank Charges,No,196,0,660941
49.207.45.128,TXN414040815,2022-07-21 21:11:52,Malleshwaram,Debit,Bank Charges,No,322,0,660619
49.207.45.128,TXN790259894,2022-07-22 10:53:22,Malleshwaram,Debit,Transport,No,385,0,660234
49.207.45.128,TXN352792661,2022-07-22 11:44:29,MG Road,Debit,Food & Drink,No,1251,0,658983
49.207.45.128,TXN441965508,2022-07-22 13:25:53,Koramangala,Debit,Service Charges,No,88,0,658895
49.207.45.128,TXN806509896,2022-07-22 13:54:22,Koramangala,Debit,Bank Charges,No,150,0,658745
49.207.45.128,TXN129636276,2022-07-22 15:44:39,HSR Layout,Debit,Transport,No,89,0,658656
49.207.45.128,TXN846873915,2022-07-22 16:46:21,Koramangala,Debit,Transport,No,154,0,658502
49.207.45.128,TXN201415028,2022-07-23 06:36:12,Koramangala,Debit,Service Charges,No,196,0,658306
49.207.45.128,TXN691973163,2022-07-23 08:43:29,Malleshwaram,Debit,Bank Charges,No,269,0,658037
49.207.45.128,TXN205242510,2022-07-23 13:04:26,Whitefield,Debit,Bank Charges,No,146,0,657891
49.207.45.128,TXN439042008,2022-07-23 15:03:52,Malleshwaram,Debit,Transport,No,297,0,657594
49.207.45.128,TXN380742466,2022-07-23 19:20:04,Jayanagar,Debit,Service Charges,No,324,0,657270
49.207.45.128,TXN377761124,2022-07-24 06:48:19,Indiranagar,Debit,Fuel,No,2224,0,655046
49.207.45.128,TXN184658240,2022-07-24 09:42:07,BTM Layout,Debit,Bank Charges,No,196,0,654850
49.207.45.128,TXN321416160,2022-07-24 13:37:42,HSR Layout,Debit,Bank Charges,No,190,0,654660
49.207.45.128,TXN337407508,2022-07-25 17:49:26,Jayanagar,Debit,Transport,No,42,0,654618
49.207.45.128,TXN186275265,2022-07-25 17:56:11,Malleshwaram,Debit,Service Charges,No,242,0,654376
49.207.45.128,TXN621507915,2022-07-25 19:55:38,MG Road,Debit,Bank Charges,Yes,156,0,654220
49.207.45.128,TXN355918635,2022-07-26 06:25:02,MG Road,Debit,Transport,No,500,0,653720
49.207.45.128,TXN964832410,2022-07-26 09:02:38,Whitefield,Debit,Food & Drink,No,421,0,653299
49.207.45.128,TXN981616171,2022-07-26 14:20:37,Malleshwaram,Debit,Transport,No,114,0,653185
10.20.30.45,TXN387841414,2022-07-26 17:26:56,MG Road,Credit,Cashback,No,0,183,653368
49.207.45.128,TXN504151941,2022-07-26 21:00:19,BTM Layout,Debit,Service Charges,No,330,0,653038
49.207.45.128,TXN543381985,2022-07-27 07:52:52,Indiranagar,Debit,Service Charges,No,75,0,652963
49.207.45.128,TXN216940765,2022-07-27 10:04:00,MG Road,Debit,Transport,No,100,0,652863
49.207.45.128,TXN624518422,2022-07-27 10:32:52,Indiranagar,Debit,Transport,No,229,0,652634
49.207.45.128,TXN269264481,2022-07-27 12:22:52,MG Road,Debit,Bank Charges,No,267,0,652367
49.207.45.128,TXN571208818,2022-07-27 13:01:13,Malleshwaram,Debit,Transport,No,163,0,652204
49.207.45.128,TXN123267185,2022-07-27 17:27:34,MG Road,Debit,Transport,No,163,0,652041
49.207.45.128,TXN605548457,2022-07-27 21:33:40,HSR Layout,Debit,Service Charges,No,76,0,651965
49.207.45.128,TXN416670119,2022-07-27 23:04:39,HSR Layout,Debit,Transport,No,100,0,651865
49.207.45.128,TXN493112797,2022-07-28 06:54:57,HSR Layout,Debit,Service Charges,No,257,0,651608
49.207.45.128,TXN664528490,2022-07-28 17:26:41,Whitefield,Debit,Bank Charges,No,310,0,651298
49.207.45.128,TXN870887843,2022-07-28 17:59:09,BTM Layout,Debit,Service Charges,No,158,0,651140
49.207.45.128,TXN957765827,2022-07-28 19:10:14,BTM Layout,Debit,Transport,No,199,0,650941
49.207.45.128,TXN463291617,2022-07-29 08:56:02,Koramangala,Debit,Service Charges,No,198,0,650743
49.207.45.128,TXN937870375,2022-07-29 12:28:49,Malleshwaram,Credit,Reversal of Charges,No,0,18,650761
49.207.45.128,TXN452111934,2022-07-29 13:20:43,Indiranagar,Debit,Entertainment,No,2634,0,648127
49.207.45.128,TXN482805745,2022-07-29 14:05:38,Malleshwaram,Debit,Bank Charges,No,326,0,647801
172.16.11.35,TXN992331164,2022-07-29 15:32:38,Koramangala,Debit,Food & Drink,No,983,0,646818
10.20.30.45,TXN127019672,2022-07-29 17:49:46,Whitefield,Credit,Product Return,No,0,1712,648530
49.207.45.128,TXN551313046,2022-07-29 19:32:58,Whitefield,Debit,Service Charges,No,58,0,648472
49.207.45.128,TXN761139146,2022-07-29 23:43:41,Whitefield,Debit,Transport,No,153,0,648319
49.207.45.128,TXN761139135,2022-07-30 08:58:20,BTM Layout,Debit,Bank Charges,No,306,0,648013
49.207.45.128,TXN130013142,2022-07-30 08:59:22,HSR Layout,Debit,Bank Charges,No,327,0,647686
49.207.45.128,TXN598905974,2022-07-30 13:30:05,Whitefield,Debit,Transport,No,42,0,647644
49.207.45.128,TXN500201670,2022-07-30 18:42:06,Jayanagar,Debit,Service Charges,No,311,0,647333
49.207.45.128,TXN825644838,2022-07-31 10:15:03,Jayanagar,Debit,Bank Charges,No,117,0,647216
49.207.45.128,TXN835966757,2022-07-31 12:19:55,HSR Layout,Debit,Bank Charges,No,137,0,647079
49.207.45.128,TXN324688904,2022-07-31 16:49:32,Jayanagar,Debit,Bank Charges,No,188,0,646891
49.207.45.128,TXN326960185,2022-07-31 21:09:59,HSR Layout,Debit,Transport,No,39,0,646852
49.207.45.128,TXN379910096,2022-07-31 21:22:48,MG Road,Debit,Service Charges,No,113,0,646739
10.20.30.45,TXN205926046,2022-08-01 09:30:00,Koramangala,Credit,Salary,No,0,101000,747739
49.207.45.128,TXN177573997,2022-08-02 09:06:16,Malleshwaram,Debit,Fuel,No,2006,0,745733
49.207.45.128,TXN383385155,2022-08-02 10:04:32,BTM Layout,Debit,Service Charges,No,258,0,745475
49.207.45.128,TXN936549827,2022-08-02 20:31:51,Whitefield,Debit,Transport,No,79,0,745396
49.207.45.128,TXN812429755,2022-08-02 20:35:53,HSR Layout,Debit,Groceries,No,2824,0,742572
49.207.45.128,TXN497030206,2022-08-02 22:12:33,Indiranagar,Debit,Transport,No,223,0,742349
49.207.45.128,TXN465178627,2022-08-02 22:44:08,BTM Layout,Debit,Bank Charges,No,124,0,742225
49.207.45.128,TXN505894651,2022-08-03 06:38:33,BTM Layout,Debit,Service Charges,No,122,0,742103
49.207.45.128,TXN974209047,2022-08-03 10:32:24,MG Road,Debit,Service Charges,No,167,0,741936
49.207.45.128,TXN832361575,2022-08-03 20:06:31,Whitefield,Debit,Service Charges,No,314,0,741622
49.207.45.128,TXN409331652,2022-08-03 20:36:17,Koramangala,Debit,Transport,No,838,0,740784
49.207.45.128,TXN961392196,2022-08-04 09:06:15,MG Road,Debit,Service Charges,No,113,0,740671
49.207.45.128,TXN662877853,2022-08-04 10:56:09,Malleshwaram,Debit,Bank Charges,No,186,0,740485
49.207.45.128,TXN314025903,2022-08-04 15:17:30,Koramangala,Debit,Bank Charges,No,308,0,740177
49.207.45.128,TXN305186792,2022-08-04 16:26:11,MG Road,Debit,Transport,No,245,0,739932
49.207.45.128,TXN749819104,2022-08-04 18:10:35,Whitefield,Debit,Bank Charges,No,232,0,739700
10.20.30.45,TXN859231567,2022-08-04 18:34:10,BTM Layout,Credit,Cashback,No,0,382,740082
49.207.45.128,TXN771077204,2022-08-04 23:40:42,HSR Layout,Debit,Transport,No,146,0,739936
49.207.45.128,TXN613825606,2022-08-05 15:00:01,MG Road,Debit,Transport,No,266,0,739670
49.207.45.128,TXN429553945,2022-08-06 07:28:22,BTM Layout,Debit,Bank Charges,No,139,0,739531
49.207.45.128,TXN663869789,2022-08-06 15:35:45,Koramangala,Debit,Transport,No,157,0,739374
49.207.45.128,TXN311808878,2022-08-06 21:25:33,Koramangala,Debit,Bank Charges,No,250,0,739124
49.207.45.128,TXN649307322,2022-08-06 22:34:19,Malleshwaram,Debit,Service Charges,No,157,0,738967
49.207.45.128,TXN644664473,2022-08-07 06:15:06,MG Road,Debit,Transport,No,29,0,738938
49.207.45.128,TXN350469634,2022-08-07 14:53:37,BTM Layout,Debit,Service Charges,No,63,0,738875
49.207.45.128,TXN609178379,2022-08-07 16:32:23,Whitefield,Debit,Transport,No,316,0,738559
49.207.45.128,TXN770046056,2022-08-07 21:16:02,Whitefield,Debit,Bank Charges,No,266,0,738293
49.207.45.128,TXN763308240,2022-08-08 07:16:55,Koramangala,Debit,Service Charges,No,180,0,738113
49.207.45.128,TXN800714335,2022-08-08 11:28:55,MG Road,Debit,Service Charges,No,279,0,737834
49.207.45.128,TXN647088312,2022-08-08 19:41:23,Koramangala,Debit,Transport,No,228,0,737606
49.207.45.128,TXN683412089,2022-08-09 08:46:38,BTM Layout,Debit,Service Charges,No,151,0,737455
49.207.45.128,TXN304814471,2022-08-09 11:03:21,HSR Layout,Debit,Transport,No,122,0,737333
49.207.45.128,TXN999632239,2022-08-09 12:48:47,Jayanagar,Debit,Transport,No,246,0,737087
49.207.45.128,TXN415488168,2022-08-09 13:57:43,Malleshwaram,Debit,Transport,No,184,0,736903
49.207.45.128,TXN201960377,2022-08-09 16:41:14,MG Road,Debit,Bank Charges,No,285,0,736618
49.207.45.128,TXN335793298,2022-08-10 08:09:57,BTM Layout,Debit,Transport,No,62,0,736556
49.207.45.128,TXN215971678,2022-08-10 09:53:58,Whitefield,Debit,Bank Charges,No,133,0,736423
49.207.45.128,TXN156851700,2022-08-10 10:56:02,Koramangala,Debit,Transport,No,281,0,736142
